,pais,Participación,conteo
Ubicación actual,,0.91%,175
,AGI  Sevilla,0.01%,1
,Abby Aldrich Rockefeller folk art center Art Museum,0.95%,183
,Academia Colombiana de Historia,0.01%,2
,Acervo Artístico do Ministério das Relações Exteriores Palácio Itamaraty,0.01%,1
,Albany Institute of History and Arts,0.36%,69
,Alcaldía Villa de Leiva,0.01%,2
,Alcaldía de La Paz,0.01%,1
,Allentown Art Museum,0.01%,2
,Amon Carter Museum of American Art,0.05%,10
,Antiga Igreja Jesuitas,0.01%,1
,Antiguo Colegio del Espiritu Santo,0.01%,1
,Antiguo Convento de San Francisco,0.01%,1
,Antiguo Templo de San Francisco,0.01%,2
,Archivo General de Indias,0.01%,1
,Archivo Histórico SJ MEXIco,0.01%,1
,Arnold Zingg Collection,0.01%,1
,Arquidiócesis BogotáColección Arquidiócesis de Bogotá,0.01%,1
,Arquidiócesis Popayán,0.02%,3
,Art Institute of Chicago,0.16%,31
,"Arte fino Robert Simon, New York",0.01%,1
,Arzobispado de Buenos Aires,0.01%,2
,Arzobispado de cuzco,0.01%,1
,Asilo de Ancianos,0.01%,1
,Asociación Venezolana Amigos del Arte Colonial,0.02%,3
,"BBVA Banco Continental, Museo de Arte Precolombino",0.01%,1
,Baltimore Museum of Art,0.01%,1
,Banco Central,0.02%,3
,Banco Central de Nicaragua,0.07%,13
,Banco Comercial Antioqueño,0.02%,4
,Banco Interamericano de Desarrollo,0.01%,1
,Banco Mercantil de Venezuela,0.05%,10
,Banco Nacional México,0.20%,38
,Banco Popular,0.03%,5
,Banco de Crédito del Perú,0.06%,11
,Barbachano Ponce,0.01%,1
,Barrio de la Asunción,0.01%,2
,Basilica Bom Jesús,0.01%,1
,Basilica Santa Rosa,0.01%,2
,Basilica de Guadalupe,0.05%,10
,Basilica de Nuestra Señora de Guanajuato,0.02%,4
,Basilica de Nuestra Señora de Ocotlán,0.02%,3
,Basilica de Nuestra Señora del Pueblito,0.01%,1
,Basílica N Candelaria,0.01%,1
,Basílica NSCandelaria,0.01%,1
,Basílica Santuario Santa Rosa,0.04%,7
,Basílica de Chiquinquirá,0.15%,28
,Basílica de Guadalupe,0.01%,2
,Basílica de Guadalupe Arg,0.02%,3
,Basílica de Higüey,0.03%,6
,Basílica de Nuestra Señora de la Candelaria,0.01%,1
,Basílica de Nuestra Señora de la Soledad,0.03%,6
,Basílica de Ocotlán,0.01%,2
,Basílica de Zapopan,0.08%,16
,Basílica de la Luz,0.01%,2
,Beaterio de Nuestra Señora de Copacabana,0.02%,4
,Beaterio de las Nazarenas,0.01%,1
,Belen santa Clara,0.01%,1
,Berkshire Museum,0.01%,1
,Biblioteca Nacional,0.04%,7
,Biblioteca Universidad de Guanajuato,0.01%,1
,Biblioteca del Antiguo Colegio de los Jesuitas,0.01%,1
,Bienes culturales de la iglesia católica del Perú,0.05%,10
,"Bill Morgenstern Collection, Miami",0.01%,1
,Birmingham Museum,0.02%,3
,"Blandon Museum of Art, University of Texas at Austin",0.01%,1
,Bom Jesus de Matozinhos,0.01%,2
,Brigham Young University Museum of Art,0.03%,6
,Brooklyn Museum,0.46%,89
,CESP,0.01%,1
,"Cachoeira, Bahia",0.01%,1
,Calamarca,0.01%,2
,Camarín de la Basílica de Ocotlán,0.01%,1
,Camarín de la Parroquía de San José,0.03%,6
,Camarín parroquia Sagrario,0.01%,2
,Cantor Arts Center (Stanford University),0.01%,1
,Capela Seminario Menor,0.01%,1
,Capela da Fazenda Boa Esperança,0.01%,1
,Capela da Fazenda Santo Antônio,0.01%,1
,Capela da Ordem Terceira Carmo,0.01%,1
,Capela da Ordem Terceira do Carmo de figura,0.01%,1
,Capela da Santíssima Trinidade,0.02%,3
,Capela das Reliquias Mosteiro de Sao Benito,0.01%,1
,Capela dorada,0.02%,3
,Capilla Antigua del Ecce Homo,0.01%,2
,Capilla N. S Chiquinquirá,0.01%,1
,Capilla Real de los Naturales,0.06%,11
,Capilla Sagrario,0.16%,31
,Capilla San Roque,0.01%,1
,Capilla Villegas la merced,0.01%,1
,Capilla Virgen de Belén,0.06%,12
,Capilla de Aránzuzu,0.01%,1
,Capilla de Belén,0.01%,2
,Capilla de Canincunca,0.01%,2
,"Capilla de Domínguez Camargo, Catedral",0.01%,2
,Capilla de Jesús Nazareno,0.01%,1
,"Capilla de Jesús Nazareno, Marinilla",0.05%,10
,Capilla de Nuestra Señora de Aranzazu,0.01%,1
,Capilla de Nuestra Señora de Chiquinquirá,0.03%,6
,Capilla de Real de Catorce,0.01%,2
,Capilla de San Felipe de Jesús de la Catedral Metropolitana,0.01%,1
,Capilla de San Francisco de Asís,0.01%,2
,Capilla de San José,0.07%,14
,Capilla de San Juan de la Cruz,0.02%,3
,Capilla de San Lucas Totolmaloya,0.01%,1
,Capilla de Santa Ana,0.02%,3
,Capilla de Santa Anita,0.01%,1
,Capilla de Santa Barbara,0.01%,1
,Capilla de Santa Bárbara,0.01%,1
,Capilla de Santa Rosa de Lima,0.01%,1
,Capilla de Tabio,0.01%,2
,Capilla de Titiobamba,0.04%,8
,Capilla de Tzocuilac,0.01%,2
,Capilla de la Antigua Hacienda jesuíta de Arroyozarco,0.02%,3
,Capilla de la Asunción,0.02%,3
,Capilla de la Hacienda Calapujio,0.01%,2
,Capilla de la Merced,0.01%,1
,Capilla de la Penitenciaria. Iglesia de San Pedro,0.01%,1
,Capilla de la Tercera Orden,0.04%,8
,Capilla de la Virgen Dolorosa,0.06%,12
,Capilla de la Virgen Purificada,0.14%,26
,Capilla de la Virgen del Rosario,0.01%,1
,Capilla de la trinidad,0.01%,1
,Capilla de los Dolores,0.03%,6
,Capilla del Calvario,0.01%,2
,"Capilla del Capitulo, Convento de San Francisco",0.04%,8
,Capilla del Catesismo,0.01%,1
,Capilla del Corazón de María,0.01%,1
,Capilla del Divino Maestro,0.01%,2
,Capilla del Refugio,0.01%,1
,Capilla del Sagrario Metropolitano,0.01%,2
,Capilla del Santo Cristo de Tlacolula,0.02%,4
,Capilla del Santo Cristo del Humiladero,0.01%,1
,Capilla del Santo Niño de Praga,0.01%,2
,Capilla lateral de la parroquia de san José,0.01%,1
,Caquiaviri,0.01%,2
,Carlos Valencia,0.01%,1
,Casa Arzobispal,0.02%,4
,Casa Episcopal,0.03%,5
,Casa Juan Martínez,0.04%,7
,Casa Leona Vicario,0.02%,4
,Casa Lorca Lima,0.04%,7
,Casa Magdalena Arte,0.01%,1
,Casa Mosquera,0.04%,8
,Casa Museo de Benito Juárez,0.01%,2
,Casa Museo del Poeta Guillermo Valencia,0.01%,1
,Casa Natal del Libertador,0.06%,11
,Casa Popenoe de la Antigua Guatemala,0.01%,1
,Casa Suárez Rendón,0.01%,1
,Casa Valencia,0.05%,10
,Casa de Ejercicios,0.01%,1
,Casa de Ejercicios de la Tercera Orden Franciscana,0.01%,2
,Casa de Ejercicios del Tejar,0.01%,1
,Casa de Ejercicios del Valle del Señor de la Misericordia,0.01%,1
,Casa de Juan Vargas,0.05%,9
,Casa de Oración y Centro de Espiritualidad Carmel Maranathá,0.02%,4
,Casa de Subastas Christies,0.04%,8
,Casa de Subastas Sotheby,0.01%,2
,Casa de la Calle Arones,0.01%,1
,Casa de la Cultura,0.01%,2
,Casa de la Cultura César Moisés Rojas P.,0.06%,11
,Casa de la Cultura Ecuatoriana,0.01%,2
,"Casa de la Cultura de Elena y Fausto Burgos, Mendoza",0.01%,1
,Casa de la Cultura de San Luis de Potosí,0.01%,1
,Casa de la Libertad,0.01%,1
,Casa de la Provincia Mexicana de la Compañía de Jesús,0.01%,1
,Casa de la convención,0.05%,10
,Casa de la cultura de Mixco,0.01%,1
,Casa de los Barcos,0.01%,1
,Casa del Almirante,0.01%,1
,Casa del Fundador,0.01%,2
,Casa del Marqués de San Jorge,0.09%,17
,Casa ejercicios de Santa Rosa,0.04%,7
,Casa las Marías,0.01%,1
,Casona de San Marcos,0.01%,2
,Castillo de Chapultepec,0.03%,6
,Catdral NS Asuncion Tlaxcala,0.01%,1
,Catedral,0.42%,80
,Catedral Altar de los reyes,0.01%,2
,Catedral Basílica de Cuzco,0.01%,2
,Catedral Basílica de Nuestra Señora de San Juan de los Lagos,0.01%,2
,Catedral Buenos Aires,0.01%,2
,Catedral Capela-mor da Matriz,0.01%,1
,Catedral Capilla Angeles,0.01%,1
,Catedral Capilla Ochavo,0.02%,3
,Catedral Capilla de Ángeles,0.03%,5
,Catedral Capilla Ángeles,0.01%,1
,Catedral Cuautitlan,0.01%,1
,Catedral Metropolitana,0.39%,75
,Catedral Metropolitana DF,0.21%,41
,Catedral Metropolitana de Caracas,0.01%,1
,Catedral Nueva de Cuenca,0.01%,1
,Catedral Pamplona,0.01%,1
,Catedral Sagrarario,0.01%,1
,Catedral San José,0.01%,1
,Catedral San Nicolás,0.01%,1
,Catedral Santa Fe de Antioquia,0.01%,2
,Catedral Zamora,0.01%,1
,Catedral de Aguascalientes,0.05%,9
,Catedral de Ayacucho,0.01%,2
,Catedral de Bogotá,0.21%,40
,Catedral de Cuautitlan,0.01%,1
,Catedral de Cuernavaca,0.03%,5
,Catedral de Cuzco,0.41%,79
,Catedral de Durango,0.01%,1
,Catedral de Guadalajara,0.02%,3
,Catedral de Guatemala,0.05%,9
,Catedral de Jujuy,0.01%,1
,Catedral de Maracaibo,0.04%,8
,Catedral de Mariana,0.01%,1
,Catedral de Medellín,0.01%,2
,Catedral de Morelia,0.01%,1
,Catedral de Nossa Senhora da Assunção,0.01%,2
,Catedral de Nuestra Señora de la Asunción,0.01%,2
,Catedral de Oaxaca,0.01%,2
,Catedral de Olinda,0.02%,3
,Catedral de Puebla,0.31%,60
,Catedral de Quito,0.07%,14
,Catedral de S Pedro,0.01%,1
,Catedral de Salta,0.01%,1
,Catedral de Saltillo,0.01%,1
,Catedral de Salvador,0.03%,5
,Catedral de San Buenaventura,0.02%,3
,Catedral de San Clemente,0.01%,1
,Catedral de San Cristobal de las Casas,0.01%,1
,Catedral de San Cristóbal,0.02%,3
,Catedral de San Cristóbal de las Casas,0.03%,5
,Catedral de San Ildefonso,0.04%,8
,Catedral de San José,0.02%,3
,Catedral de San Luis Potosí,0.03%,6
,Catedral de San Marcos,0.01%,2
,Catedral de Santa Fe de Antioquia,0.01%,2
,Catedral de Santo Domingo,0.07%,13
,Catedral de Sucre,0.02%,3
,Catedral de Texcoco,0.01%,2
